antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'STL284'}),frozenset({'288DE'}),0.8785046728971962,0.8785046728971962,0.8785046728971962,1.0,1.1382978723404256,0.1067342125949865,inf,1.0000000000000002
frozenset({'288DE'}),frozenset({'STL284'}),0.8785046728971962,0.8785046728971962,0.8785046728971962,1.0,1.1382978723404256,0.1067342125949865,inf,1.0000000000000002
