antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'459DE', '181'})",frozenset({'TO240'}),0.1555159565851288,0.20784059614450023,0.13866839462173983,0.8916666666666666,4.290146791374383,0.10634586549510444,7.31224065097384,0.9081376357811437
frozenset({'459DE'}),"frozenset({'51', '181', 'TO240'})",0.1555159565851288,0.20784059614450023,0.13866839462173983,0.8916666666666666,4.290146791374383,0.10634586549510444,7.31224065097384,0.9081376357811437
frozenset({'459DE'}),frozenset({'TO240'}),0.1555159565851288,0.20784059614450023,0.13866839462173983,0.8916666666666666,4.290146791374383,0.10634586549510444,7.31224065097384,0.9081376357811437
frozenset({'226DE'}),frozenset({'STL107'}),0.1542199902802527,0.1310545925805929,0.1310545925805929,0.8497899159663865,6.484243697478991,0.11084335458663139,5.7848673277152125,1.0
frozenset({'181'}),frozenset({'459DE'}),0.2246881581078892,0.1555159565851288,0.1555159565851288,0.692141312184571,4.450612833453496,0.12057336274362973,2.74308985530779,1.0
frozenset({'51'}),frozenset({'459DE'}),0.21027053296614287,0.1555159565851288,0.14109833144338246,0.6710323574730355,4.314877856959425,0.10839790836748789,2.567073274830218,0.9727935470576112
frozenset({'51'}),"frozenset({'459DE', '181'})",0.21027053296614287,0.1555159565851288,0.14109833144338246,0.6710323574730355,4.314877856959425,0.10839790836748789,2.567073274830218,0.9727935470576112
"frozenset({'51', '181'})",frozenset({'459DE'}),0.21027053296614287,0.1555159565851288,0.14109833144338246,0.6710323574730355,4.314877856959425,0.10839790836748789,2.567073274830218,0.9727935470576112
frozenset({'TO240'}),frozenset({'459DE'}),0.20784059614450023,0.1555159565851288,0.13866839462173983,0.6671862821512081,4.290146791374383,0.10634586549510444,2.5374075590193907,0.9681230051793667
frozenset({'TO240'}),"frozenset({'459DE', '51'})",0.20784059614450023,0.14109833144338246,0.13866839462173983,0.6671862821512081,4.728519999677851,0.10934243329955293,2.5807279643047782,0.9954023565162547
"frozenset({'181', 'TO240'})",frozenset({'459DE'}),0.20784059614450023,0.1555159565851288,0.13866839462173983,0.6671862821512081,4.290146791374383,0.10634586549510444,2.5374075590193907,0.9681230051793667
frozenset({'TO240'}),"frozenset({'459DE', '51', '181'})",0.20784059614450023,0.14109833144338246,0.13866839462173983,0.6671862821512081,4.728519999677851,0.10934243329955293,2.5807279643047782,0.9954023565162547
"frozenset({'181', 'TO240'})","frozenset({'459DE', '51'})",0.20784059614450023,0.14109833144338246,0.13866839462173983,0.6671862821512081,4.728519999677851,0.10934243329955293,2.5807279643047782,0.9954023565162547
"frozenset({'51', 'TO240'})","frozenset({'459DE', '181'})",0.20784059614450023,0.1555159565851288,0.13866839462173983,0.6671862821512081,4.290146791374383,0.10634586549510444,2.5374075590193907,0.9681230051793667
"frozenset({'51', '181', 'TO240'})",frozenset({'459DE'}),0.20784059614450023,0.1555159565851288,0.13866839462173983,0.6671862821512081,4.290146791374383,0.10634586549510444,2.5374075590193907,0.9681230051793667
frozenset({'TO240'}),"frozenset({'459DE', '181'})",0.20784059614450023,0.1555159565851288,0.13866839462173983,0.6671862821512081,4.290146791374383,0.10634586549510444,2.5374075590193907,0.9681230051793667
"frozenset({'51', 'TO240'})",frozenset({'459DE'}),0.20784059614450023,0.1555159565851288,0.13866839462173983,0.6671862821512081,4.290146791374383,0.10634586549510444,2.5374075590193907,0.9681230051793667
frozenset({'51'}),"frozenset({'459DE', 'TO240'})",0.21027053296614287,0.13866839462173983,0.13866839462173983,0.6594761171032357,4.7557781201849,0.10951051737906717,2.529430823033895,0.9999999999999999
frozenset({'51'}),"frozenset({'459DE', '181', 'TO240'})",0.21027053296614287,0.13866839462173983,0.13866839462173983,0.6594761171032357,4.7557781201849,0.10951051737906717,2.529430823033895,0.9999999999999999
"frozenset({'51', '181'})","frozenset({'459DE', 'TO240'})",0.21027053296614287,0.13866839462173983,0.13866839462173983,0.6594761171032357,4.7557781201849,0.10951051737906717,2.529430823033895,0.9999999999999999
frozenset({'181'}),"frozenset({'459DE', '51'})",0.2246881581078892,0.14109833144338246,0.14109833144338246,0.627974044700793,4.450612833453496,0.10939520723927239,2.3087143687752487,1.0
frozenset({'181'}),"frozenset({'459DE', '51', 'TO240'})",0.2246881581078892,0.13866839462173983,0.13866839462173983,0.6171593366979091,4.450612833453497,0.10751124844640317,2.2498435718637415,1.0
frozenset({'181'}),"frozenset({'459DE', 'TO240'})",0.2246881581078892,0.13866839462173983,0.13866839462173983,0.6171593366979091,4.450612833453497,0.10751124844640317,2.2498435718637415,1.0
